ds	provider	cpc
2015-10-05	LalaLand	339
2015-10-05	LalaLand	363
2015-10-01	OlidayInn	188
2015-10-07	BobTheBuilder	253
2015-10-08	BobTheBuilder	275
2015-10-12	OlidayInn	160
2015-10-08	OlidayInn	115
2015-10-11	BobTheBuilder	308
2015-10-08	BobTheBuilder	368
2015-10-08	LalaLand	172
2015-10-06	TravelGuys	425
2015-10-06	BobTheBuilder	299
2015-10-01	TravelGuys	349
2015-10-04	BobTheBuilder	346
2015-10-07	TravelGuys	118
2015-10-08	OlidayInn	247
2015-10-02	LalaLand	421
2015-10-12	LalaLand	343
2015-10-06	BobTheBuilder	373
2015-10-09	BobTheBuilder	457
2015-10-04	LalaLand	173
2015-10-10	BobTheBuilder	125
2015-10-07	LalaLand	278
2015-10-09	LalaLand	470
2015-10-09	BobTheBuilder	177
2015-10-06	LalaLand	327
2015-10-10	BobTheBuilder	390
2015-10-12	TravelGuys	392
2015-10-01	BobTheBuilder	127
2015-10-09	BobTheBuilder	394
2015-10-10	TravelGuys	366
2015-10-02	LalaLand	153
2015-10-07	LalaLand	332
2015-10-08	OlidayInn	460
2015-10-12	LalaLand	105
2015-10-06	OlidayInn	296
2015-10-12	TravelGuys	127
2015-10-11	LalaLand	430
2015-10-05	OlidayInn	148
2015-10-11	OlidayInn	166
2015-10-12	TravelGuys	284
2015-10-08	OlidayInn	164
2015-10-09	BobTheBuilder	499
2015-10-07	BobTheBuilder	172
2015-10-11	BobTheBuilder	112
2015-10-10	LalaLand	407
2015-10-10	OlidayInn	351
2015-10-10	OlidayInn	212
2015-10-06	TravelGuys	351
2015-10-09	BobTheBuilder	245
2015-10-10	TravelGuys	487
2015-10-12	OlidayInn	271
2015-10-04	TravelGuys	435
2015-10-03	TravelGuys	300
2015-10-04	TravelGuys	362
2015-10-11	BobTheBuilder	402
2015-10-11	OlidayInn	378
2015-10-08	OlidayInn	133
2015-10-05	OlidayInn	289
2015-10-03	LalaLand	395
2015-10-01	TravelGuys	330
2015-10-08	LalaLand	139
2015-10-03	BobTheBuilder	280
2015-10-03	BobTheBuilder	458
2015-10-04	TravelGuys	281
2015-10-06	OlidayInn	456
2015-10-07	LalaLand	403
2015-10-08	BobTheBuilder	197
2015-10-11	LalaLand	173
2015-10-10	BobTheBuilder	234
2015-10-08	LalaLand	162
2015-10-10	TravelGuys	199
2015-10-08	LalaLand	102
2015-10-05	BobTheBuilder	443
2015-10-10	BobTheBuilder	328
2015-10-04	TravelGuys	396
2015-10-02	TravelGuys	158
2015-10-08	OlidayInn	414
2015-10-12	TravelGuys	453
2015-10-10	LalaLand	151
2015-10-06	LalaLand	488
2015-10-11	OlidayInn	435
2015-10-09	TravelGuys	167
2015-10-07	LalaLand	463
2015-10-07	LalaLand	161
2015-10-02	BobTheBuilder	228
2015-10-04	BobTheBuilder	299
2015-10-10	TravelGuys	380
2015-10-02	TravelGuys	392
2015-10-03	LalaLand	206
2015-10-01	BobTheBuilder	143
2015-10-02	TravelGuys	216
2015-10-02	LalaLand	423
2015-10-08	BobTheBuilder	150
2015-10-01	LalaLand	189
2015-10-03	BobTheBuilder	200
2015-10-03	LalaLand	386
2015-10-11	BobTheBuilder	345
2015-10-12	BobTheBuilder	349
2015-10-04	OlidayInn	206
2015-10-11	OlidayInn	360
2015-10-10	TravelGuys	101
2015-10-07	TravelGuys	208
2015-10-02	LalaLand	472
2015-10-08	LalaLand	170
2015-10-11	OlidayInn	464
2015-10-07	TravelGuys	488
2015-10-10	TravelGuys	376
2015-10-02	TravelGuys	170
2015-10-05	OlidayInn	278
2015-10-04	LalaLand	117
2015-10-09	TravelGuys	445
2015-10-08	OlidayInn	180
2015-10-05	TravelGuys	118
2015-10-09	BobTheBuilder	132
2015-10-01	LalaLand	203
2015-10-10	TravelGuys	350
2015-10-03	BobTheBuilder	235
2015-10-09	TravelGuys	458
2015-10-04	OlidayInn	149
2015-10-08	TravelGuys	415
2015-10-12	TravelGuys	121
2015-10-11	TravelGuys	489
2015-10-05	LalaLand	468
2015-10-01	BobTheBuilder	374
2015-10-08	TravelGuys	338
2015-10-10	TravelGuys	329
2015-10-01	TravelGuys	355
2015-10-06	OlidayInn	269
2015-10-01	TravelGuys	262
2015-10-06	TravelGuys	302
2015-10-09	BobTheBuilder	411
2015-10-12	TravelGuys	432
2015-10-12	OlidayInn	388
2015-10-09	TravelGuys	385
2015-10-10	LalaLand	367
2015-10-09	TravelGuys	467
2015-10-03	BobTheBuilder	334
2015-10-08	LalaLand	288
2015-10-08	OlidayInn	177
2015-10-01	LalaLand	194
2015-10-02	LalaLand	335
2015-10-12	LalaLand	440
2015-10-03	TravelGuys	478
2015-10-02	OlidayInn	362
2015-10-01	BobTheBuilder	434
2015-10-01	BobTheBuilder	357
2015-10-04	OlidayInn	128
2015-10-08	TravelGuys	271
2015-10-08	TravelGuys	227
2015-10-01	OlidayInn	377
2015-10-08	BobTheBuilder	277
2015-10-07	OlidayInn	431
2015-10-01	BobTheBuilder	253
2015-10-12	TravelGuys	394
2015-10-08	TravelGuys	444
2015-10-07	TravelGuys	229
2015-10-02	BobTheBuilder	117
2015-10-01	BobTheBuilder	360
2015-10-09	LalaLand	319
2015-10-10	TravelGuys	186
2015-10-08	TravelGuys	233
2015-10-07	BobTheBuilder	146
2015-10-09	LalaLand	122
2015-10-05	OlidayInn	147
2015-10-11	TravelGuys	493
2015-10-02	LalaLand	385
2015-10-12	OlidayInn	486
2015-10-05	TravelGuys	498
2015-10-01	TravelGuys	118
2015-10-04	TravelGuys	319
2015-10-04	LalaLand	254
2015-10-03	TravelGuys	410
2015-10-11	BobTheBuilder	436
2015-10-09	TravelGuys	315
2015-10-09	TravelGuys	174
2015-10-04	TravelGuys	495
2015-10-02	LalaLand	178
2015-10-02	OlidayInn	368
2015-10-04	TravelGuys	174
2015-10-06	TravelGuys	186
2015-10-04	OlidayInn	397
2015-10-12	OlidayInn	291
2015-10-01	BobTheBuilder	432
2015-10-04	OlidayInn	380
2015-10-06	OlidayInn	364
2015-10-10	LalaLand	432
2015-10-08	BobTheBuilder	290
2015-10-03	TravelGuys	448
2015-10-03	LalaLand	253
2015-10-04	BobTheBuilder	438
2015-10-05	TravelGuys	278
2015-10-11	BobTheBuilder	294
2015-10-03	OlidayInn	222
2015-10-10	OlidayInn	269
2015-10-04	BobTheBuilder	263
2015-10-09	LalaLand	118
2015-10-08	TravelGuys	481
2015-10-05	BobTheBuilder	464
2015-10-01	TravelGuys	420
2015-10-12	TravelGuys	171
2015-10-08	LalaLand	409
2015-10-03	OlidayInn	419
2015-10-11	OlidayInn	185
2015-10-04	OlidayInn	105
2015-10-01	LalaLand	349
2015-10-04	LalaLand	311
2015-10-03	OlidayInn	378
2015-10-12	TravelGuys	285
2015-10-12	LalaLand	495
2015-10-01	TravelGuys	145
2015-10-06	OlidayInn	324
2015-10-12	OlidayInn	144
2015-10-07	BobTheBuilder	343
2015-10-02	LalaLand	164
2015-10-01	BobTheBuilder	331
2015-10-06	LalaLand	190
2015-10-05	TravelGuys	388
2015-10-01	OlidayInn	446
2015-10-12	LalaLand	132
2015-10-09	OlidayInn	213
2015-10-05	BobTheBuilder	358
2015-10-06	OlidayInn	466
2015-10-01	BobTheBuilder	486
2015-10-08	OlidayInn	338
2015-10-12	LalaLand	255
2015-10-02	LalaLand	246
2015-10-07	TravelGuys	425
2015-10-11	LalaLand	374
2015-10-05	BobTheBuilder	205
2015-10-07	OlidayInn	313
2015-10-06	LalaLand	316
2015-10-04	BobTheBuilder	168
2015-10-12	TravelGuys	341
2015-10-04	OlidayInn	286
2015-10-08	BobTheBuilder	102
2015-10-04	OlidayInn	239
2015-10-09	OlidayInn	393
2015-10-12	TravelGuys	149
2015-10-03	TravelGuys	324
2015-10-09	TravelGuys	248
2015-10-02	TravelGuys	413
2015-10-01	TravelGuys	208
2015-10-05	TravelGuys	101
2015-10-03	TravelGuys	285
2015-10-10	TravelGuys	271
2015-10-12	OlidayInn	226
2015-10-08	TravelGuys	322
2015-10-05	OlidayInn	420
2015-10-06	OlidayInn	286
2015-10-06	LalaLand	453
2015-10-11	LalaLand	298
2015-10-03	BobTheBuilder	357
2015-10-04	LalaLand	297
2015-10-05	LalaLand	193
2015-10-01	BobTheBuilder	118
2015-10-09	TravelGuys	376
2015-10-10	TravelGuys	306
2015-10-01	TravelGuys	252
2015-10-01	OlidayInn	348
2015-10-08	BobTheBuilder	122
2015-10-11	LalaLand	379
2015-10-06	LalaLand	318
2015-10-01	LalaLand	157
2015-10-05	BobTheBuilder	330
2015-10-11	BobTheBuilder	119
2015-10-03	LalaLand	154
2015-10-09	OlidayInn	301
2015-10-03	TravelGuys	110
2015-10-12	LalaLand	247
2015-10-12	OlidayInn	267
2015-10-04	LalaLand	448
2015-10-09	LalaLand	441
2015-10-06	LalaLand	337
2015-10-01	OlidayInn	101
2015-10-12	TravelGuys	496
2015-10-07	LalaLand	326
2015-10-09	OlidayInn	374
2015-10-01	LalaLand	216
2015-10-12	OlidayInn	412
2015-10-05	OlidayInn	287
2015-10-01	TravelGuys	178
2015-10-06	TravelGuys	343
2015-10-03	OlidayInn	205
2015-10-01	TravelGuys	212
2015-10-02	OlidayInn	120
2015-10-10	LalaLand	141
2015-10-01	LalaLand	299
2015-10-03	TravelGuys	382
2015-10-07	TravelGuys	497
2015-10-04	TravelGuys	177
2015-10-11	LalaLand	451
2015-10-12	LalaLand	280
2015-10-07	LalaLand	244
2015-10-01	OlidayInn	179
2015-10-02	TravelGuys	112
2015-10-06	OlidayInn	493
2015-10-10	LalaLand	211
2015-10-09	TravelGuys	431
2015-10-11	TravelGuys	109
2015-10-05	OlidayInn	121
2015-10-05	BobTheBuilder	164
2015-10-09	OlidayInn	159
2015-10-10	LalaLand	372
2015-10-05	BobTheBuilder	241
2015-10-09	OlidayInn	411
2015-10-10	OlidayInn	431
2015-10-04	LalaLand	406
2015-10-04	OlidayInn	313
2015-10-12	LalaLand	430
2015-10-06	TravelGuys	326
2015-10-07	BobTheBuilder	105
2015-10-04	LalaLand	297
2015-10-09	TravelGuys	217
2015-10-02	OlidayInn	384
2015-10-01	BobTheBuilder	242
2015-10-10	TravelGuys	266
2015-10-02	OlidayInn	492
2015-10-08	OlidayInn	404
2015-10-02	OlidayInn	314
2015-10-07	TravelGuys	168
2015-10-03	TravelGuys	243
2015-10-12	LalaLand	396
2015-10-10	OlidayInn	283
2015-10-12	TravelGuys	442
2015-10-11	LalaLand	147
2015-10-03	TravelGuys	102
2015-10-04	OlidayInn	141
2015-10-12	OlidayInn	120
2015-10-05	TravelGuys	268
2015-10-03	BobTheBuilder	225
2015-10-01	BobTheBuilder	185
2015-10-10	TravelGuys	244
2015-10-01	BobTheBuilder	121
2015-10-02	TravelGuys	268
2015-10-01	BobTheBuilder	204
2015-10-02	BobTheBuilder	477
2015-10-01	LalaLand	184
2015-10-09	OlidayInn	374
2015-10-10	LalaLand	362
2015-10-02	TravelGuys	152
2015-10-06	LalaLand	176
2015-10-12	BobTheBuilder	183
2015-10-07	OlidayInn	127
2015-10-05	OlidayInn	310
2015-10-10	LalaLand	396
2015-10-08	BobTheBuilder	187
2015-10-09	OlidayInn	498
2015-10-07	OlidayInn	133
2015-10-03	OlidayInn	204
2015-10-01	LalaLand	465
2015-10-12	LalaLand	499
2015-10-04	OlidayInn	293
2015-10-03	TravelGuys	222
2015-10-05	OlidayInn	164
2015-10-03	BobTheBuilder	238
2015-10-10	OlidayInn	141
2015-10-04	OlidayInn	242
2015-10-01	OlidayInn	299
2015-10-05	BobTheBuilder	339
2015-10-03	OlidayInn	285
2015-10-01	LalaLand	174
2015-10-11	BobTheBuilder	114
2015-10-05	LalaLand	199
2015-10-10	LalaLand	487
2015-10-08	TravelGuys	249
2015-10-10	OlidayInn	293
2015-10-07	TravelGuys	301
2015-10-08	TravelGuys	440
2015-10-11	TravelGuys	191
2015-10-07	BobTheBuilder	379
2015-10-01	TravelGuys	457
2015-10-04	OlidayInn	439
2015-10-11	TravelGuys	135
2015-10-05	OlidayInn	112
2015-10-05	TravelGuys	470
2015-10-11	BobTheBuilder	441
2015-10-07	OlidayInn	125
2015-10-03	OlidayInn	349
2015-10-01	BobTheBuilder	483
2015-10-01	OlidayInn	404
2015-10-03	TravelGuys	128
2015-10-03	TravelGuys	109
2015-10-10	TravelGuys	173
2015-10-07	BobTheBuilder	288
2015-10-08	TravelGuys	316
2015-10-04	OlidayInn	421
2015-10-10	TravelGuys	238
2015-10-08	LalaLand	342
2015-10-10	TravelGuys	474
2015-10-09	OlidayInn	362
2015-10-04	TravelGuys	256
2015-10-05	BobTheBuilder	138
2015-10-04	BobTheBuilder	340
2015-10-12	OlidayInn	400
2015-10-01	BobTheBuilder	330
2015-10-01	OlidayInn	430
2015-10-02	TravelGuys	440
2015-10-05	TravelGuys	329
2015-10-11	LalaLand	457
2015-10-11	BobTheBuilder	166
2015-10-07	TravelGuys	101
2015-10-04	OlidayInn	420
2015-10-02	OlidayInn	300
2015-10-02	OlidayInn	343
2015-10-10	OlidayInn	206
2015-10-04	OlidayInn	328
2015-10-11	OlidayInn	259
2015-10-08	LalaLand	265
2015-10-09	OlidayInn	416
2015-10-12	OlidayInn	498
2015-10-10	TravelGuys	115
2015-10-01	OlidayInn	323
2015-10-01	LalaLand	366
2015-10-01	BobTheBuilder	234
2015-10-10	BobTheBuilder	448
2015-10-07	LalaLand	224
2015-10-03	OlidayInn	184
2015-10-07	LalaLand	369
2015-10-01	OlidayInn	198
2015-10-07	BobTheBuilder	491
2015-10-05	LalaLand	460
2015-10-12	LalaLand	396
2015-10-04	BobTheBuilder	451
2015-10-05	OlidayInn	442
2015-10-12	LalaLand	479
2015-10-08	BobTheBuilder	481
2015-10-05	OlidayInn	257
2015-10-04	BobTheBuilder	150
2015-10-12	LalaLand	373
2015-10-08	TravelGuys	256
2015-10-12	LalaLand	408
2015-10-05	LalaLand	121
2015-10-02	LalaLand	265
2015-10-01	BobTheBuilder	184
2015-10-03	BobTheBuilder	466
2015-10-04	OlidayInn	270
2015-10-06	TravelGuys	451
2015-10-05	BobTheBuilder	358
2015-10-10	BobTheBuilder	266
2015-10-05	LalaLand	435
2015-10-12	OlidayInn	408
2015-10-11	TravelGuys	192
2015-10-08	BobTheBuilder	109
2015-10-01	TravelGuys	246
2015-10-11	TravelGuys	232
2015-10-03	LalaLand	384
2015-10-09	OlidayInn	325
2015-10-09	TravelGuys	176
2015-10-02	BobTheBuilder	303
2015-10-08	BobTheBuilder	368
2015-10-08	LalaLand	206
2015-10-02	TravelGuys	239
2015-10-01	LalaLand	284
2015-10-07	BobTheBuilder	487
2015-10-12	LalaLand	490
2015-10-03	TravelGuys	299
2015-10-10	LalaLand	394
2015-10-07	TravelGuys	184
2015-10-03	LalaLand	305
2015-10-09	BobTheBuilder	154
2015-10-08	OlidayInn	420
2015-10-09	BobTheBuilder	191
2015-10-03	TravelGuys	358
2015-10-11	TravelGuys	198
2015-10-10	TravelGuys	426
2015-10-10	TravelGuys	477
2015-10-06	OlidayInn	374
2015-10-05	LalaLand	368
2015-10-09	OlidayInn	398
2015-10-11	OlidayInn	406
2015-10-09	OlidayInn	309
2015-10-03	TravelGuys	107
2015-10-10	OlidayInn	371
2015-10-04	BobTheBuilder	152
2015-10-04	BobTheBuilder	185
2015-10-09	OlidayInn	490
2015-10-11	LalaLand	479
2015-10-03	TravelGuys	218
2015-10-06	OlidayInn	427
2015-10-11	OlidayInn	277
2015-10-04	OlidayInn	248
2015-10-06	OlidayInn	157
2015-10-11	BobTheBuilder	418
2015-10-10	TravelGuys	376
2015-10-11	TravelGuys	366
2015-10-12	LalaLand	174
2015-10-01	TravelGuys	347
2015-10-08	LalaLand	155
2015-10-02	LalaLand	332
2015-10-04	LalaLand	405
2015-10-02	LalaLand	113
2015-10-06	OlidayInn	128
2015-10-10	TravelGuys	470
2015-10-09	TravelGuys	473
2015-10-09	BobTheBuilder	104
2015-10-01	TravelGuys	224
2015-10-08	LalaLand	156
2015-10-10	LalaLand	409
2015-10-11	LalaLand	135
2015-10-06	LalaLand	441
2015-10-04	LalaLand	422
2015-10-02	TravelGuys	162
2015-10-10	TravelGuys	489
2015-10-04	LalaLand	279
2015-10-02	TravelGuys	330
2015-10-07	TravelGuys	283
2015-10-11	BobTheBuilder	159
2015-10-03	BobTheBuilder	418
2015-10-10	OlidayInn	232
2015-10-09	LalaLand	402
2015-10-09	BobTheBuilder	217
2015-10-11	TravelGuys	498
2015-10-06	BobTheBuilder	465
2015-10-03	TravelGuys	118
2015-10-05	TravelGuys	466
2015-10-12	TravelGuys	430
2015-10-07	LalaLand	283
2015-10-07	TravelGuys	136
2015-10-09	TravelGuys	321
2015-10-12	LalaLand	303
2015-10-12	LalaLand	440
2015-10-08	LalaLand	300
2015-10-08	TravelGuys	445
2015-10-09	OlidayInn	470
2015-10-09	LalaLand	498
2015-10-01	TravelGuys	315
2015-10-05	LalaLand	203
2015-10-10	OlidayInn	303
2015-10-05	OlidayInn	444
2015-10-06	OlidayInn	367
2015-10-12	BobTheBuilder	416
2015-10-12	TravelGuys	484
2015-10-09	BobTheBuilder	332
2015-10-05	LalaLand	372
2015-10-12	BobTheBuilder	472
2015-10-12	BobTheBuilder	314
2015-10-11	OlidayInn	188
2015-10-06	LalaLand	111
2015-10-01	TravelGuys	178
2015-10-02	OlidayInn	275
2015-10-03	BobTheBuilder	298
2015-10-10	OlidayInn	495
2015-10-10	OlidayInn	361
2015-10-01	BobTheBuilder	164
2015-10-05	BobTheBuilder	135
2015-10-06	BobTheBuilder	259
2015-10-01	LalaLand	107
2015-10-05	OlidayInn	165
2015-10-07	BobTheBuilder	408
2015-10-08	TravelGuys	111
2015-10-10	LalaLand	323
2015-10-02	TravelGuys	161
2015-10-12	LalaLand	468
2015-10-02	LalaLand	392
2015-10-05	BobTheBuilder	485
2015-10-02	OlidayInn	362
2015-10-12	OlidayInn	485
2015-10-08	TravelGuys	249
2015-10-04	TravelGuys	488
2015-10-05	OlidayInn	268
2015-10-12	TravelGuys	369
2015-10-12	OlidayInn	488
2015-10-02	OlidayInn	326
2015-10-01	BobTheBuilder	348
2015-10-12	TravelGuys	449
2015-10-12	BobTheBuilder	436
2015-10-03	TravelGuys	197
2015-10-05	OlidayInn	296
2015-10-03	LalaLand	268
2015-10-05	TravelGuys	295
2015-10-03	LalaLand	415
2015-10-10	TravelGuys	407
2015-10-11	BobTheBuilder	195
2015-10-06	LalaLand	243
2015-10-10	LalaLand	412
2015-10-06	OlidayInn	391
2015-10-09	OlidayInn	408
2015-10-01	OlidayInn	138
2015-10-10	TravelGuys	416
2015-10-01	OlidayInn	300
2015-10-04	LalaLand	370
2015-10-07	TravelGuys	236
2015-10-09	TravelGuys	103
2015-10-07	LalaLand	397
2015-10-10	TravelGuys	289
2015-10-06	BobTheBuilder	203
2015-10-11	OlidayInn	198
2015-10-12	TravelGuys	221
2015-10-03	TravelGuys	129
2015-10-06	OlidayInn	102
2015-10-12	BobTheBuilder	144
2015-10-11	BobTheBuilder	153
2015-10-09	OlidayInn	112
2015-10-02	BobTheBuilder	449
2015-10-02	TravelGuys	431
2015-10-02	BobTheBuilder	167
2015-10-01	LalaLand	300
2015-10-03	LalaLand	406
2015-10-01	TravelGuys	498
2015-10-11	LalaLand	299
2015-10-05	OlidayInn	363
2015-10-10	BobTheBuilder	153
2015-10-05	BobTheBuilder	417
2015-10-01	TravelGuys	251
2015-10-07	BobTheBuilder	302
2015-10-04	OlidayInn	226
2015-10-10	OlidayInn	498
2015-10-07	LalaLand	384
2015-10-08	LalaLand	340
2015-10-07	OlidayInn	442
2015-10-12	BobTheBuilder	497
2015-10-01	BobTheBuilder	160
2015-10-07	LalaLand	434
2015-10-09	LalaLand	107
2015-10-04	OlidayInn	212
2015-10-06	OlidayInn	315
2015-10-05	TravelGuys	475
2015-10-09	BobTheBuilder	186
2015-10-12	LalaLand	320
2015-10-03	OlidayInn	178
2015-10-12	LalaLand	194
2015-10-12	LalaLand	435
2015-10-09	TravelGuys	205
2015-10-03	LalaLand	400
2015-10-04	LalaLand	125
2015-10-12	BobTheBuilder	487
2015-10-10	OlidayInn	330
2015-10-05	LalaLand	435
2015-10-03	BobTheBuilder	163
2015-10-05	LalaLand	186
2015-10-07	BobTheBuilder	359
2015-10-11	TravelGuys	142
2015-10-02	LalaLand	495
2015-10-09	LalaLand	246
2015-10-04	BobTheBuilder	172
2015-10-04	OlidayInn	253
2015-10-08	LalaLand	130
2015-10-05	BobTheBuilder	120
2015-10-08	OlidayInn	248
2015-10-09	LalaLand	405
2015-10-01	BobTheBuilder	464
2015-10-11	BobTheBuilder	276
2015-10-08	BobTheBuilder	204
2015-10-12	TravelGuys	373
2015-10-06	TravelGuys	254
2015-10-10	BobTheBuilder	316
2015-10-12	BobTheBuilder	119
2015-10-08	TravelGuys	386
2015-10-10	OlidayInn	193
2015-10-08	OlidayInn	395
2015-10-01	BobTheBuilder	116
2015-10-09	OlidayInn	412
2015-10-09	LalaLand	465
2015-10-01	TravelGuys	229
2015-10-12	TravelGuys	134
2015-10-03	BobTheBuilder	339
2015-10-09	OlidayInn	288
2015-10-06	OlidayInn	168
2015-10-05	BobTheBuilder	493
2015-10-08	BobTheBuilder	204
2015-10-02	TravelGuys	239
2015-10-06	BobTheBuilder	206
2015-10-03	TravelGuys	190
2015-10-06	BobTheBuilder	311
2015-10-02	BobTheBuilder	144
2015-10-10	TravelGuys	168
2015-10-10	LalaLand	146
2015-10-03	LalaLand	165
2015-10-10	BobTheBuilder	327
2015-10-05	OlidayInn	272
2015-10-02	OlidayInn	491
2015-10-01	LalaLand	236
2015-10-07	TravelGuys	215
2015-10-01	OlidayInn	392
2015-10-01	LalaLand	117
2015-10-06	BobTheBuilder	140
2015-10-10	LalaLand	422
2015-10-06	BobTheBuilder	397
2015-10-07	BobTheBuilder	252
2015-10-11	TravelGuys	140
2015-10-02	TravelGuys	324
2015-10-08	LalaLand	136
2015-10-01	TravelGuys	471
2015-10-09	BobTheBuilder	364
2015-10-07	OlidayInn	360
2015-10-02	OlidayInn	497
2015-10-05	LalaLand	304
2015-10-10	BobTheBuilder	412
2015-10-01	LalaLand	133
2015-10-02	BobTheBuilder	427
2015-10-04	TravelGuys	448
2015-10-06	LalaLand	246
2015-10-05	BobTheBuilder	272
2015-10-04	LalaLand	469
2015-10-07	LalaLand	230
2015-10-12	LalaLand	323
2015-10-04	LalaLand	105
2015-10-04	LalaLand	466
2015-10-12	OlidayInn	244
2015-10-01	OlidayInn	427
2015-10-08	TravelGuys	415
2015-10-07	BobTheBuilder	332
2015-10-09	TravelGuys	102
2015-10-04	TravelGuys	260
2015-10-10	BobTheBuilder	126
2015-10-07	LalaLand	276
2015-10-06	OlidayInn	484
2015-10-02	TravelGuys	394
2015-10-07	BobTheBuilder	302
2015-10-10	BobTheBuilder	300
2015-10-02	BobTheBuilder	480
2015-10-12	TravelGuys	287
2015-10-08	TravelGuys	473
2015-10-06	OlidayInn	303
2015-10-07	OlidayInn	265
2015-10-06	LalaLand	117
2015-10-11	BobTheBuilder	358
2015-10-05	TravelGuys	430
2015-10-05	OlidayInn	250
2015-10-03	BobTheBuilder	437
2015-10-12	OlidayInn	338
2015-10-06	LalaLand	115
2015-10-07	LalaLand	469
2015-10-09	TravelGuys	205
2015-10-01	OlidayInn	413
2015-10-02	LalaLand	244
2015-10-08	TravelGuys	480
2015-10-10	BobTheBuilder	119
2015-10-04	OlidayInn	452
2015-10-12	TravelGuys	398
2015-10-10	OlidayInn	482
2015-10-08	BobTheBuilder	160
2015-10-07	BobTheBuilder	327
2015-10-10	LalaLand	185
2015-10-09	BobTheBuilder	196
2015-10-02	OlidayInn	414
2015-10-04	OlidayInn	491
2015-10-07	BobTheBuilder	144
2015-10-12	OlidayInn	394
2015-10-09	BobTheBuilder	418
2015-10-10	OlidayInn	408
2015-10-02	BobTheBuilder	186
2015-10-01	BobTheBuilder	450
2015-10-11	OlidayInn	420
2015-10-04	LalaLand	410
2015-10-01	BobTheBuilder	373
2015-10-12	OlidayInn	267
2015-10-04	TravelGuys	183
2015-10-05	LalaLand	198
2015-10-02	BobTheBuilder	322
2015-10-06	LalaLand	216
2015-10-08	BobTheBuilder	111
2015-10-11	OlidayInn	309
2015-10-06	LalaLand	230
2015-10-01	LalaLand	235
2015-10-08	LalaLand	477
2015-10-03	TravelGuys	389
2015-10-10	LalaLand	486
2015-10-09	BobTheBuilder	445
2015-10-08	OlidayInn	442
2015-10-02	OlidayInn	260
2015-10-02	BobTheBuilder	456
2015-10-09	TravelGuys	379
2015-10-02	LalaLand	322
2015-10-09	BobTheBuilder	182
2015-10-07	BobTheBuilder	461
2015-10-11	BobTheBuilder	437
2015-10-05	BobTheBuilder	423
2015-10-05	BobTheBuilder	131
2015-10-04	BobTheBuilder	132
2015-10-02	OlidayInn	359
2015-10-01	TravelGuys	328
2015-10-11	BobTheBuilder	207
2015-10-09	OlidayInn	289
2015-10-08	OlidayInn	353
2015-10-12	OlidayInn	313
2015-10-08	LalaLand	267
2015-10-11	OlidayInn	491
2015-10-07	LalaLand	291
2015-10-04	TravelGuys	331
2015-10-10	BobTheBuilder	187
2015-10-05	TravelGuys	269
2015-10-05	TravelGuys	188
2015-10-07	LalaLand	150
2015-10-01	TravelGuys	110
2015-10-04	TravelGuys	238
2015-10-04	BobTheBuilder	459
2015-10-11	OlidayInn	224
2015-10-05	LalaLand	256
2015-10-08	OlidayInn	129
2015-10-04	BobTheBuilder	206
2015-10-03	LalaLand	304
2015-10-01	OlidayInn	254
2015-10-11	BobTheBuilder	369
2015-10-03	OlidayInn	187
2015-10-02	LalaLand	263
2015-10-09	BobTheBuilder	277
2015-10-06	LalaLand	186
2015-10-02	TravelGuys	126
2015-10-08	OlidayInn	328
2015-10-06	TravelGuys	165
2015-10-10	TravelGuys	358
2015-10-03	OlidayInn	132
2015-10-05	OlidayInn	317
2015-10-10	LalaLand	309
2015-10-03	BobTheBuilder	320
2015-10-02	TravelGuys	418
